id,date,user,pc,activity,hour,dayofweek,activity_binary,activity_code,to,cc,bcc,from,size,attachments,content,content_clean,filename,url,Unnamed: 19
{O8H5-I2CM19SB-6708ILHC},2010-09-13 23:31:00,RAB0589,PC-1609,Disconnect,23,0,,4,,,,,,,,,,,
{J2B1-Y8AG30SF-9650TCQT},2010-09-14 00:01:00,RAB0589,PC-1609,Logoff,0,1,,2,,,,,,,,,,,
{W3E2-J8KY78BT-6509KHNN},2010-09-23 06:58:00,RAB0589,PC-1609,Logon,6,3,,1,,,,,,,,,,,
{H8Z5-K2PP55TX-5693LNAP},2010-09-23 07:26:00,RAB0589,PC-1609,Connect,7,3,,3,,,,,,,,,,,
{J5U6-Y1NG51RT-8591NJNF},2010-09-23 07:26:00,RAB0589,PC-1609,,7,3,,7,,,,,,,spy evade aisa isreal covert report conspiracy middle-east aisa surveillance spy bait covert overthrow report 2010 spy deceit report covert surveillance isreal currency china isreal distort surveillance isreal conspiracy distort chronicle sabatoge forgery china chronicle spy currency russia currency isreal bait china spy covert report sabatoge middle-east surveillance lie clandestine lie restricted currency report currency surveillance,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{J1Q8-P4HU85VV-4089RBGP},2010-09-23 07:27:00,RAB0589,PC-1609,Disconnect,7,3,,4,,,,,,,,,,,
{E0H2-N6ZH02NC-6390SUWX},2010-09-23 07:30:00,RAB0589,PC-1609,Logoff,7,3,,2,,,,,,,,,,,
{T7V6-Y1QU17PT-4786GCFW},2010-10-20 20:12:00,RGG0064,PC-8859,Logon,20,2,,1,,,,,,,,,,,
{O4N7-P1SO56KN-6119RAEM},2010-10-20 21:59:00,RGG0064,PC-8859,Connect,21,2,,3,,,,,,,,,,,
{D8S6-X5GK13PM-1379TDER},2010-10-20 22:09:00,RGG0064,PC-8859,,22,2,,7,,,,,,,middle-east china surveillance overthrow evade forgery surveillance restricted surveillance overthrow bait bait top-secret top-secret russia confidential handler conspiracy isreal forgery isreal sabatoge subterfuge covert sabatoge overthrow surveillance spy clandestine handler surveillance overthrow isreal top-secret evade restricted evade blackmail aisa middle-east middle-east distort confidential middle-east report currency evade europe spy clandestine russia bait handler distort isreal middle-east evade,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{F5O3-E2RA27CK-4319AJPQ},2010-10-20 22:12:00,RGG0064,PC-8859,Disconnect,22,2,,4,,,,,,,,,,,
{V6H6-G2BR66JU-3383FVWQ},2010-10-20 23:58:00,RGG0064,PC-8859,Logoff,23,2,,2,,,,,,,,,,,
{B4X2-X5IV16IN-9623MWLB},2010-10-21 23:59:00,RGG0064,PC-8859,Logon,23,3,,1,,,,,,,,,,,
{V3T3-R9QN53FU-9968VKBX},2010-10-22 02:25:00,RGG0064,PC-8859,Connect,2,4,,3,,,,,,,,,,,
{B7E6-H4LC03KJ-1684JQAG},2010-10-22 02:42:00,RGG0064,PC-8859,,2,4,,7,,,,,,,report surveillance subterfuge spy russia isreal subterfuge isreal covert lie aisa report lie distort russia report russia sabatoge lie restricted currency conspiracy europe currency russia aisa restricted sabatoge conspiracy europe bait middle-east spy lie evade handler covert forgery sabatoge spy covert confidential distort isreal isreal covert lie russia subterfuge forgery chronicle lie confidential,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{Z2G0-E4RT55JF-2849FQQI},2010-10-22 02:55:00,RGG0064,PC-8859,Disconnect,2,4,,4,,,,,,,,,,,
{B9F8-I2YO74WG-3139DVVF},2010-10-22 03:10:00,RGG0064,PC-8859,Logoff,3,4,,2,,,,,,,,,,,
{E4T3-J9IH39YQ-7683DXSS},2010-10-27 02:57:00,RGG0064,PC-8859,Logon,2,2,,1,,,,,,,,,,,
{W6V9-N7XN55MP-7751KTYB},2010-10-27 03:00:00,RGG0064,PC-8859,Connect,3,2,,3,,,,,,,,,,,
{R9N1-G3UG22BS-1865PZOH},2010-10-27 03:00:00,RGG0064,PC-8859,,3,2,,7,,,,,,,russia 2010 top-secret aisa isreal restricted overthrow sabatoge covert confidential middle-east lie evade clandestine russia lie blackmail evade blackmail evade currency lie restricted conspiracy covert europe surveillance russia covert subterfuge evade europe evade currency currency russia currency clandestine distort subterfuge 2010 conspiracy isreal currency report overthrow spy middle-east,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{O1K6-T6GG91VQ-8692QZQQ},2010-10-27 03:02:00,RGG0064,PC-8859,Disconnect,3,2,,4,,,,,,,,,,,
{F2P1-H9GG78JN-3295KXJI},2010-10-27 03:03:00,RGG0064,PC-8859,Logoff,3,2,,2,,,,,,,,,,,
{T6R4-H6SB63YB-7042KVJH},2011-02-12 07:11:00,KLH0596,PC-0132,Logon,7,5,,1,,,,,,,,,,,
{G2D7-R2UU49RW-4041FAHB},2011-02-12 07:28:00,KLH0596,PC-0132,Connect,7,5,,3,,,,,,,,,,,
{S0C1-K0AL45SL-7608RIKZ},2011-02-12 07:30:00,KLH0596,PC-0132,,7,5,,7,,,,,,,chronicle top-secret sabatoge conspiracy surveillance chronicle confidential blackmail overthrow distort sabatoge currency top-secret lie top-secret europe russia restricted spy deceit restricted middle-east middle-east handler report forgery aisa blackmail conspiracy distort overthrow china russia overthrow middle-east russia spy europe spy 2010 sabatoge china spy 2010 deceit spy,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{N4U2-W0AL34AO-7337DVFI},2011-02-12 07:30:00,KLH0596,PC-0132,Disconnect,7,5,,4,,,,,,,,,,,
{Q5P3-D4XO41MY-0282RLMF},2011-02-12 07:33:00,KLH0596,PC-0132,Logoff,7,5,,2,,,,,,,,,,,
{K2C5-K6YI50GT-1371QZLE},2010-07-07 20:05:00,KPC0073,PC-2638,Logon,20,2,,1,,,,,,,,,,,
{T2M7-A7JT30UE-6367FJQS},2010-07-07 21:10:00,KPC0073,PC-2638,Connect,21,2,,3,,,,,,,,,,,
{V5V4-C3DV47MX-3398TRIJ},2010-07-07 21:23:00,KPC0073,PC-2638,,21,2,,7,,,,,,,spy lie surveillance 2010 isreal middle-east middle-east middle-east top-secret middle-east currency distort deceit handler top-secret sabatoge china restricted chronicle bait clandestine isreal middle-east forgery sabatoge handler spy aisa aisa middle-east covert deceit surveillance distort china bait lie russia confidential covert,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{P7V9-U1VX15HN-7207FQBK},2010-07-07 21:23:00,KPC0073,PC-2638,Disconnect,21,2,,4,,,,,,,,,,,
{J4X7-D6RD62QM-6697KRWD},2010-07-07 22:51:00,KPC0073,PC-2638,Logoff,22,2,,2,,,,,,,,,,,
{R2Q3-V3JH44DD-5869ULPV},2010-07-12 23:49:00,KPC0073,PC-2638,Logon,23,0,,1,,,,,,,,,,,
{U7T0-O8QD65KR-1010LHRS},2010-07-12 23:51:00,KPC0073,PC-2638,Connect,23,0,,3,,,,,,,,,,,
{H2E0-R8RC16ZH-8331SUDH},2010-07-12 23:51:00,KPC0073,PC-2638,Disconnect,23,0,,4,,,,,,,,,,,
{Z2B5-I3KZ78OC-6966NSDK},2010-07-12 23:51:00,KPC0073,PC-2638,,23,0,,7,,,,,,,handler conspiracy forgery handler currency isreal report deceit covert covert 2010 overthrow russia spy covert spy handler aisa conspiracy isreal distort forgery blackmail spy middle-east top-secret subterfuge surveillance conspiracy restricted europe restricted middle-east spy forgery clandestine subterfuge chronicle europe confidential middle-east europe clandestine deceit blackmail bait distort clandestine bait isreal covert 2010 sabatoge evade blackmail forgery deceit lie restricted surveillance confidential top-secret,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{I2L5-U3VJ82HD-7067JPXQ},2010-07-13 06:35:00,KPC0073,PC-2638,Logoff,6,1,,2,,,,,,,,,,,
{Q2R9-A8CE80YX-0084GOAS},2010-07-15 02:17:00,KPC0073,PC-2638,Logon,2,3,,1,,,,,,,,,,,
{D6N5-N3XW54HL-7758DTFN},2010-07-15 02:38:00,KPC0073,PC-2638,Connect,2,3,,3,,,,,,,,,,,
{T0E8-G3WN43NU-2878UPZO},2010-07-15 02:40:00,KPC0073,PC-2638,,2,3,,7,,,,,,,isreal distort sabatoge confidential spy 2010 surveillance aisa lie lie 2010 top-secret lie evade spy sabatoge russia middle-east russia top-secret spy blackmail spy middle-east china restricted middle-east surveillance spy china china china 2010 subterfuge europe middle-east lie middle-east restricted 2010 forgery blackmail surveillance china clandestine lie chronicle clandestine clandestine lie china clandestine europe clandestine bait distort restricted deceit overthrow restricted distort middle-east russia,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{K2L7-K9QG67IK-7622YKJJ},2010-07-15 02:42:00,KPC0073,PC-2638,Disconnect,2,3,,4,,,,,,,,,,,
{X3I6-R9WY13YY-6336KYMV},2010-07-15 03:08:00,KPC0073,PC-2638,Logoff,3,3,,2,,,,,,,,,,,
{X2J9-P5IW91SU-2386TZCY},2010-07-31 07:43:00,LJR0523,PC-5162,Logon,7,5,,1,,,,,,,,,,,
{W8B5-G1IX11XF-1008EDLD},2010-07-31 07:45:00,LJR0523,PC-5162,Connect,7,5,,3,,,,,,,,,,,
{R5A8-J8WR35EK-1128ZEAQ},2010-07-31 07:45:00,LJR0523,PC-5162,,7,5,,7,,,,,,,surveillance isreal lie bait sabatoge lie restricted sabatoge evade surveillance isreal russia distort forgery china restricted distort handler middle-east sabatoge forgery surveillance evade bait surveillance isreal china,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{M1Z1-K8YT10UW-5659ODDV},2010-07-31 07:45:00,LJR0523,PC-5162,Disconnect,7,5,,4,,,,,,,,,,,
{P9U7-B6UO88VI-9864PLIR},2010-07-31 07:52:00,LJR0523,PC-5162,Logoff,7,5,,2,,,,,,,,,,,
{T3X2-N3MJ74AE-2438SPKR},2010-08-05 03:27:00,LJR0523,PC-5162,Logon,3,3,,1,,,,,,,,,,,
{E1L4-X0OE22AE-4919XBYJ},2010-08-05 05:43:00,LJR0523,PC-5162,Connect,5,3,,3,,,,,,,,,,,
{R9N8-L4SE42UK-6652EEOC},2010-08-05 05:46:00,LJR0523,PC-5162,,5,3,,7,,,,,,,bait bait sabatoge isreal report russia isreal top-secret spy chronicle bait russia surveillance lie lie subterfuge deceit conspiracy deceit currency middle-east bait sabatoge evade deceit clandestine bait report top-secret surveillance china report currency spy spy lie europe middle-east,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{W6P1-C6XL61TE-8055KETW},2010-08-05 05:50:00,LJR0523,PC-5162,Disconnect,5,3,,4,,,,,,,,,,,
{X4T7-B2TU86PR-3860GWAB},2010-08-05 06:02:00,LJR0523,PC-5162,Logoff,6,3,,2,,,,,,,,,,,
{W0H1-L0DJ79YU-4815WLTT},2010-08-07 02:50:00,LJR0523,PC-5162,Logon,2,5,,1,,,,,,,,,,,
{Q4H2-T7VR79KZ-4767GLSD},2010-08-07 03:30:00,LJR0523,PC-5162,Connect,3,5,,3,,,,,,,,,,,
{I6W5-L0TM83KS-1073HQBO},2010-08-07 04:30:00,LJR0523,PC-5162,,4,5,,7,,,,,,,distort spy conspiracy bait top-secret distort middle-east lie report confidential middle-east handler surveillance europe overthrow isreal evade confidential deceit surveillance middle-east surveillance restricted surveillance clandestine russia middle-east forgery bait forgery confidential spy covert top-secret top-secret deceit lie lie overthrow blackmail deceit,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{X6B5-F0CR82VC-0981BWXQ},2010-08-07 05:08:00,LJR0523,PC-5162,Disconnect,5,5,,4,,,,,,,,,,,
{D4T4-A6XX85ZY-5592EYNE},2010-08-07 06:35:00,LJR0523,PC-5162,Logoff,6,5,,2,,,,,,,,,,,
{Y3Y9-S7ZP67MK-7872GFGQ},2010-08-11 02:52:00,LJR0523,PC-5162,Logon,2,2,,1,,,,,,,,,,,
{C2Y0-Y1AQ74MN-0498ADOO},2010-08-11 03:17:00,LJR0523,PC-5162,Connect,3,2,,3,,,,,,,,,,,
{N4E9-D8UL89JK-0320EISU},2010-08-11 03:46:00,LJR0523,PC-5162,,3,2,,7,,,,,,,isreal europe china restricted spy clandestine sabatoge currency lie conspiracy middle-east evade deceit china overthrow europe surveillance spy lie covert deceit 2010 handler evade conspiracy distort chronicle handler distort russia,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{J2G3-I4LH90HC-8775BQXI},2010-08-11 04:09:00,LJR0523,PC-5162,Disconnect,4,2,,4,,,,,,,,,,,
{T6E7-X4GA40VG-1934GFYY},2010-08-11 04:28:00,LJR0523,PC-5162,Logoff,4,2,,2,,,,,,,,,,,
{Z5M4-A8BU27WY-8474WZRS},2010-09-14 19:46:00,LQC0479,PC-6380,Logon,19,1,,1,,,,,,,,,,,
{X0Q9-R2VQ38SP-9158QDCB},2010-09-14 20:53:00,LQC0479,PC-6380,Connect,20,1,,3,,,,,,,,,,,
{R1W6-X2IE29ZR-2086DRMD},2010-09-14 21:01:00,LQC0479,PC-6380,,21,1,,7,,,,,,,chronicle lie forgery spy chronicle clandestine covert lie blackmail middle-east russia currency middle-east clandestine sabatoge clandestine evade distort conspiracy currency russia deceit distort handler covert conspiracy middle-east 2010 europe spy lie currency middle-east restricted blackmail evade clandestine aisa top-secret isreal surveillance,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{B6L9-E7TV98FE-9615YOYW},2010-09-14 21:17:00,LQC0479,PC-6380,Disconnect,21,1,,4,,,,,,,,,,,
{C4D4-S7SP39MA-2284CTVP},2010-09-14 21:32:00,LQC0479,PC-6380,Logoff,21,1,,2,,,,,,,,,,,
{V6A0-Q7VX19FQ-1106VIUO},2010-09-15 23:21:00,LQC0479,PC-6380,Logon,23,2,,1,,,,,,,,,,,
{G2E5-M0EJ99SV-4852YZPJ},2010-09-15 23:34:00,LQC0479,PC-6380,Connect,23,2,,3,,,,,,,,,,,
{M3Y6-L3XV21QB-6949CSRC},2010-09-15 23:38:00,LQC0479,PC-6380,,23,2,,7,,,,,,,2010 deceit overthrow chronicle confidential middle-east confidential distort surveillance aisa clandestine 2010 covert surveillance report handler overthrow top-secret deceit distort sabatoge distort china restricted europe covert surveillance surveillance covert aisa forgery middle-east covert top-secret isreal evade handler currency top-secret,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{E3R5-G2OM76JL-9598OXZN},2010-09-15 23:41:00,LQC0479,PC-6380,Disconnect,23,2,,4,,,,,,,,,,,
{M6R3-L2LU37PZ-6987DIXW},2010-09-15 23:50:00,LQC0479,PC-6380,Logoff,23,2,,2,,,,,,,,,,,
{P8S1-P1MZ43UH-2054NLNN},2010-09-21 20:08:00,LQC0479,PC-6380,Logon,20,1,,1,,,,,,,,,,,
{J6Y0-G5WO07PN-2919UBWP},2010-09-21 23:01:00,LQC0479,PC-6380,Connect,23,1,,3,,,,,,,,,,,
{Q6H9-U2RF38QO-9925ACQQ},2010-09-21 23:01:00,LQC0479,PC-6380,,23,1,,7,,,,,,,restricted sabatoge middle-east confidential top-secret currency currency forgery aisa clandestine restricted chronicle china 2010 middle-east chronicle isreal subterfuge middle-east restricted currency top-secret china distort blackmail report restricted clandestine top-secret lie forgery spy,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{H3J5-S5RY45TS-3488EPGZ},2010-09-21 23:01:00,LQC0479,PC-6380,Disconnect,23,1,,4,,,,,,,,,,,
{T4Y6-U9LZ30OE-5657JTGY},2010-09-22 01:08:00,LQC0479,PC-6380,Logoff,1,2,,2,,,,,,,,,,,
{W7R2-J2OV82KT-8722JOBM},2011-02-08 05:55:00,MAR0955,PC-6793,Logon,5,1,,1,,,,,,,,,,,
{M0G1-H8KI01SO-6191NZOD},2011-02-08 05:57:00,MAR0955,PC-6793,Connect,5,1,,3,,,,,,,,,,,
{G2Z4-X8HH53WZ-0286NXWS},2011-02-08 05:59:00,MAR0955,PC-6793,,5,1,,7,,,,,,,currency spy sabatoge subterfuge confidential blackmail covert middle-east top-secret spy restricted 2010 report evade restricted sabatoge confidential bait middle-east europe distort subterfuge report deceit currency sabatoge spy evade confidential middle-east middle-east evade isreal top-secret evade isreal clandestine china forgery surveillance conspiracy forgery currency handler middle-east covert middle-east blackmail report currency isreal overthrow bait forgery lie,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{I1M1-G0FC29JQ-4144IAZN},2011-02-08 06:00:00,MAR0955,PC-6793,Disconnect,6,1,,4,,,,,,,,,,,
{S7K9-G9AP28HN-1964QVZB},2011-02-08 06:01:00,MAR0955,PC-6793,Logoff,6,1,,2,,,,,,,,,,,
{B8I3-O6UF77JB-4746YDLF},2011-02-09 02:40:00,MAR0955,PC-6793,Logon,2,2,,1,,,,,,,,,,,
{S9I0-G2CB55MT-6207GTQG},2011-02-09 02:50:00,MAR0955,PC-6793,Connect,2,2,,3,,,,,,,,,,,
{B5P8-Z0MQ62FH-5273YDCQ},2011-02-09 02:50:00,MAR0955,PC-6793,,2,2,,7,,,,,,,overthrow blackmail report spy currency lie middle-east deceit china confidential currency deceit isreal subterfuge surveillance aisa subterfuge bait sabatoge evade overthrow sabatoge china currency report europe currency spy sabatoge blackmail spy russia top-secret deceit surveillance evade aisa russia top-secret chronicle russia report middle-east bait middle-east overthrow subterfuge sabatoge subterfuge evade lie,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{V6V5-O2ST82KF-0038GIWI},2011-02-09 02:50:00,MAR0955,PC-6793,Disconnect,2,2,,4,,,,,,,,,,,
{E8A7-B3RT27TA-6504AXMH},2011-02-09 02:52:00,MAR0955,PC-6793,Logoff,2,2,,2,,,,,,,,,,,
{Q8M4-U6ZZ42LU-3074HGGL},2011-02-11 06:02:00,MAR0955,PC-6793,Logon,6,4,,1,,,,,,,,,,,
{H4B9-P2IQ19GQ-9798MRRP},2011-02-11 06:14:00,MAR0955,PC-6793,Connect,6,4,,3,,,,,,,,,,,
{A5D7-N6YI49XU-1678ZEBP},2011-02-11 06:14:00,MAR0955,PC-6793,,6,4,,7,,,,,,,middle-east forgery top-secret conspiracy top-secret overthrow conspiracy surveillance confidential restricted 2010 middle-east middle-east forgery middle-east 2010 overthrow top-secret lie distort covert conspiracy middle-east handler china overthrow chronicle restricted covert surveillance restricted blackmail spy surveillance clandestine subterfuge currency clandestine bait middle-east europe sabatoge bait clandestine surveillance covert currency blackmail subterfuge currency confidential europe sabatoge 2010 distort middle-east covert,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{J0L2-M3OR50UY-0060PVHD},2011-02-11 06:20:00,MAR0955,PC-6793,Disconnect,6,4,,4,,,,,,,,,,,
{Y0M1-N7EE90KJ-9800UTDS},2011-02-11 06:29:00,MAR0955,PC-6793,Logoff,6,4,,2,,,,,,,,,,,
{O0Y0-V4DV47TI-7241GLXH},2010-09-29 01:39:00,MAS0025,PC-2512,Logon,1,2,,1,,,,,,,,,,,
{N2U9-P4ME35CV-6148TZIQ},2010-09-29 01:41:00,MAS0025,PC-2512,Connect,1,2,,3,,,,,,,,,,,
{Z8U9-D5BA39EC-4354LEJU},2010-09-29 02:48:00,MAS0025,PC-2512,,2,2,,7,,,,,,,chronicle conspiracy subterfuge top-secret evade covert report blackmail conspiracy confidential overthrow restricted surveillance forgery covert spy europe surveillance top-secret surveillance 2010 overthrow handler overthrow surveillance top-secret covert middle-east china currency distort spy overthrow aisa subterfuge europe europe currency restricted overthrow clandestine sabatoge evade covert china covert lie lie spy evade surveillance confidential,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{N1O5-D9IS63MQ-0745RATO},2010-09-29 03:12:00,MAS0025,PC-2512,Disconnect,3,2,,4,,,,,,,,,,,
{X3R0-I5QT64EK-1500QNRV},2010-09-29 05:11:00,MAS0025,PC-2512,Logoff,5,2,,2,,,,,,,,,,,
{V2R0-G2LB82GW-4705KFJV},2010-09-30 22:31:00,MAS0025,PC-2512,Logon,22,3,,1,,,,,,,,,,,
{F5T9-Q0RR03ZS-5396ORQP},2010-09-30 22:32:00,MAS0025,PC-2512,Connect,22,3,,3,,,,,,,,,,,
{Q4Y2-R5CV62IZ-7239BOHX},2010-09-30 22:34:00,MAS0025,PC-2512,,22,3,,7,,,,,,,lie lie deceit forgery surveillance subterfuge overthrow restricted subterfuge blackmail covert chronicle lie lie russia russia surveillance surveillance bait 2010 chronicle isreal evade currency isreal forgery isreal clandestine clandestine report isreal covert lie evade lie conspiracy covert lie top-secret restricted lie restricted bait sabatoge bait isreal conspiracy 2010 isreal middle-east overthrow chronicle lie aisa covert overthrow blackmail covert handler top-secret,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{C7A0-P6FE48FJ-3725GBIZ},2010-09-30 22:34:00,MAS0025,PC-2512,Disconnect,22,3,,4,,,,,,,,,,,
{Y5H3-F6KZ48ZD-7850QZPM},2010-09-30 22:39:00,MAS0025,PC-2512,Logoff,22,3,,2,,,,,,,,,,,
{D6J8-H0UM76OJ-0207DGLO},2011-01-19 20:25:00,JRG0207,PC-8908,Logon,20,2,,1,,,,,,,,,,,
{N2O4-G7HI44NS-5001XHSC},2011-01-19 21:24:00,JRG0207,PC-8908,Connect,21,2,,3,,,,,,,,,,,
{Z7A0-J6YB21YH-4261AKSD},2011-01-19 21:28:00,JRG0207,PC-8908,,21,2,,7,,,,,,,currency conspiracy deceit sabatoge lie russia top-secret evade china aisa handler evade russia bait chronicle restricted evade blackmail top-secret surveillance clandestine evade distort surveillance top-secret clandestine middle-east forgery restricted conspiracy evade sabatoge bait handler bait conspiracy covert top-secret conspiracy lie middle-east clandestine currency bait subterfuge,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{T9W0-Z4JB41NN-5702IHDD},2011-01-19 21:32:00,JRG0207,PC-8908,Disconnect,21,2,,4,,,,,,,,,,,
{S0I5-Q9OB50AC-7612YFNY},2011-01-20 06:14:00,JRG0207,PC-8908,Logoff,6,3,,2,,,,,,,,,,,
{G0F6-A1GK91KA-9287XLVR},2011-01-25 17:12:00,JRG0207,PC-8908,Logon,17,1,,1,,,,,,,,,,,
{V5Z3-H5HL12SC-3587NITF},2011-01-25 23:21:00,JRG0207,PC-8908,Connect,23,1,,3,,,,,,,,,,,
{C1L5-A4XN74FN-5657KDNY},2011-01-25 23:24:00,JRG0207,PC-8908,,23,1,,7,,,,,,,forgery surveillance conspiracy deceit conspiracy currency evade deceit russia forgery middle-east russia lie aisa bait china china confidential clandestine report distort isreal confidential covert russia clandestine top-secret russia confidential restricted restricted confidential surveillance surveillance lie report 2010 russia distort confidential lie isreal russia europe,,,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,
{G4K7-O7UQ01HR-4735PTVB},2011-01-25 23:28:00,JRG0207,PC-8908,Disconnect,23,1,,4,,,,,,,,,,,
{B7M3-N8KN76GE-2590RYCW},2011-01-26 02:38:00,JRG0207,PC-8908,Logoff,2,2,,2,,,,,,,,,,,
